Designer,Category,Num of Years Since 1st Listed,Num of Years Listed,Founding Year,Age,Age (copy),Age Group,Year,Listed?,Status,Rank
sophie hulme,Contemporary,10,5,2007,17,17,10 to 20 Years,2014,1,In,135
sophie hulme,Contemporary,10,5,2007,17,17,10 to 20 Years,2015,1,In,141
sophie hulme,Contemporary,10,5,2007,17,17,10 to 20 Years,2016,1,In,146
sophie hulme,Contemporary,10,5,2007,17,17,10 to 20 Years,2017,1,In,156
sophie hulme,Contemporary,10,5,2007,17,17,10 to 20 Years,2018,0,Exit,29
splits59,Contemporary,11,1,2008,16,16,10 to 20 Years,2012,1,New,20
splits59,Contemporary,11,1,2008,16,16,10 to 20 Years,2013,0,Exit,17
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2022,1,New,44
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2005,1,New,22
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2006,1,In,62
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2007,1,In,62
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2008,1,In,66
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2009,1,In,79
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2010,1,In,80
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2011,1,In,89
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2012,1,In,122
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2013,1,In,125
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2014,1,In,136
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2015,1,In,142
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2016,1,In,147
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2017,1,In,157
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2018,1,In,165
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2019,1,In,175
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2020,1,In,183
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2021,0,Exit,45
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2022,1,New,45
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2020,1,New,27
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2021,1,In,165
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2022,1,In,173
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2019,1,New,34
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2020,1,In,185
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2021,1,In,167
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2022,1,In,175
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2022,1,New,46
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2005,1,New,23
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2006,1,In,63
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2007,0,Exit,24
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2004,1,In,45
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2005,1,In,44
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2006,1,In,64
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2007,1,In,64
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2008,1,In,68
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2009,1,In,81
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2010,1,In,82
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2011,1,In,91
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2012,1,In,124
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2013,1,In,127
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2014,1,In,138
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2015,1,In,144
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2016,1,In,149
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2017,1,In,159
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2018,1,In,167
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2019,1,In,177
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2020,1,In,186
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2021,1,In,168
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2022,1,In,176
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2004,1,In,46
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2005,0,Exit,2
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2016,1,New,36
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2017,0,Exit,28
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2011,1,New,41
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2012,1,In,125
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2013,1,In,128
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2014,1,In,139
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2015,1,In,145
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2016,1,In,150
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2017,1,In,160
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2018,1,In,168
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2019,0,Exit,19
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2010,1,New,24
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2011,1,In,92
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2012,1,In,126
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2013,1,In,130
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2014,1,In,141
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2015,1,In,147
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2016,1,In,152
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2017,1,In,162
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2018,1,In,169
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2019,1,In,178
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2020,1,In,187
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2021,0,Exit,46
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2022,1,New,47
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2013,1,New,19
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2014,1,In,142
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2015,1,In,148
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2016,1,In,153
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2017,1,In,163
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2018,1,In,170
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2019,1,In,179
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2020,1,In,188
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2021,1,In,169
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2022,1,In,177
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2014,1,New,25
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2015,1,In,149
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2016,0,Exit,25
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2016,1,New,37
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2017,1,In,164
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2018,1,In,171
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2019,1,In,180
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2020,1,In,189
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2021,1,In,170
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2022,1,In,178
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2014,1,New,26
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2015,1,In,150
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2016,1,In,154
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2017,0,Exit,29
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2019,1,New,35
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2020,1,In,190
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2021,0,Exit,47
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2008,1,New,21
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2009,0,Exit,8
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2010,1,New,25
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2011,1,In,94
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2012,1,In,127
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2013,1,In,131
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2014,0,Exit,8
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2011,1,New,42
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2012,1,In,128
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2013,0,Exit,18
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2014,1,New,27
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2015,1,In,151
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2016,1,In,155
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2017,0,Exit,30
the attico,Contemporary,4,2,2016,8,8,5 to 10 Years,2019,1,New,36
the attico,Contemporary,4,2,2016,8,8,5 to 10 Years,2020,0,Exit,25
the attico,Contemporary,4,2,2016,8,8,5 to 10 Years,2022,1,New,48
the great,Contemporary,7,7,2014,10,10,5 to 10 Years,2016,1,New,38
the great,Contemporary,7,7,2014,10,10,5 to 10 Years,2017,1,In,165
the great,Contemporary,7,7,2014,10,10,5 to 10 Years,2018,1,In,172
the great,Contemporary,7,7,2014,10,10,5 to 10 Years,2019,1,In,181
the great,Contemporary,7,7,2014,10,10,5 to 10 Years,2020,1,In,191
the great,Contemporary,7,7,2014,10,10,5 to 10 Years,2021,1,In,171
the great,Contemporary,7,7,2014,10,10,5 to 10 Years,2022,1,In,179
the north face,Contemporary,6,6,1966,58,58,50 to 100 Years,2017,1,New,40
the north face,Contemporary,6,6,1966,58,58,50 to 100 Years,2018,1,In,173
the north face,Contemporary,6,6,1966,58,58,50 to 100 Years,2019,1,In,182
the north face,Contemporary,6,6,1966,58,58,50 to 100 Years,2020,1,In,192
the north face,Contemporary,6,6,1966,58,58,50 to 100 Years,2021,1,In,172
the north face,Contemporary,6,6,1966,58,58,50 to 100 Years,2022,1,In,180
the volon,Contemporary,4,1,2013,11,11,10 to 20 Years,2019,1,New,37
the volon,Contemporary,4,1,2013,11,11,10 to 20 Years,2020,0,Exit,26
theia,Contemporary,12,12,2009,15,15,10 to 20 Years,2011,1,New,43
theia,Contemporary,12,12,2009,15,15,10 to 20 Years,2012,1,In,129
theia,Contemporary,12,12,2009,15,15,10 to 20 Years,2013,1,In,132
theia,Contemporary,12,12,2009,15,15,10 to 20 Years,2014,1,In,144
theia,Contemporary,12,12,2009,15,15,10 to 20 Years,2015,1,In,153
theia,Contemporary,12,12,2009,15,15,10 to 20 Years,2016,1,In,157
theia,Contemporary,12,12,2009,15,15,10 to 20 Years,2017,1,In,167
theia,Contemporary,12,12,2009,15,15,10 to 20 Years,2018,1,In,175
theia,Contemporary,12,12,2009,15,15,10 to 20 Years,2019,1,In,184
theia,Contemporary,12,12,2009,15,15,10 to 20 Years,2020,1,In,194
theia,Contemporary,12,12,2009,15,15,10 to 20 Years,2021,1,In,174
theia,Contemporary,12,12,2009,15,15,10 to 20 Years,2022,1,In,182
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2004,1,In,47
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2005,1,In,45
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2006,1,In,65
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2007,1,In,66
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2008,1,In,70
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2009,1,In,83
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2010,1,In,84
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2011,1,In,95
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2012,1,In,130
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2013,1,In,133
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2014,1,In,145
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2015,1,In,154
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2016,1,In,158
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2017,1,In,168
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2018,1,In,176
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2019,1,In,185
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2020,1,In,195
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2021,1,In,175
theory,Contemporary,19,19,1997,27,27,20 to 50 Years,2022,1,In,183
theyskens' theory,Contemporary,12,4,1997,27,27,20 to 50 Years,2011,1,New,44
theyskens' theory,Contemporary,12,4,1997,27,27,20 to 50 Years,2012,1,In,131
theyskens' theory,Contemporary,12,4,1997,27,27,20 to 50 Years,2013,1,In,134
theyskens' theory,Contemporary,12,4,1997,27,27,20 to 50 Years,2014,1,In,146
theyskens' theory,Contemporary,12,4,1997,27,27,20 to 50 Years,2015,0,Exit,19
tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,2010,1,New,26
tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,2011,1,In,96
tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,2012,1,In,132
tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,2013,1,In,135
tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,2014,1,In,147
tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,2015,1,In,155
tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,2016,1,In,159
tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,2017,1,In,169
tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,2018,1,In,177
tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,2019,1,In,186
tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,2020,1,In,196
tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,2021,1,In,176
tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,2022,1,In,184
tod's for ferrari,Contemporary,19,1,1978,46,46,20 to 50 Years,2004,1,In,49
tod's for ferrari,Contemporary,19,1,1978,46,46,20 to 50 Years,2005,0,Exit,3
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2006,1,New,26
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2007,1,In,68
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2008,1,In,72
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2009,1,In,85
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2010,1,In,86
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2011,1,In,97
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2012,1,In,133
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2013,1,In,136
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2014,1,In,149
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2015,1,In,157
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2016,1,In,161
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2017,1,In,171
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2018,1,In,179
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2019,1,In,188
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2020,1,In,198
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2021,1,In,178
tory burch,Contemporary,17,17,2004,20,20,10 to 20 Years,2022,1,In,186
tory by trb,Contemporary,18,1,2004,20,20,10 to 20 Years,2005,1,New,24
tory by trb,Contemporary,18,1,2004,20,20,10 to 20 Years,2006,0,Exit,4
toteme,Contemporary,1,1,2014,10,10,5 to 10 Years,2022,1,New,49
tracy reese,Contemporary,18,10,1998,26,26,20 to 50 Years,2005,1,New,25
tracy reese,Contemporary,18,10,1998,26,26,20 to 50 Years,2006,1,In,67
tracy reese,Contemporary,18,10,1998,26,26,20 to 50 Years,2007,1,In,69
tracy reese,Contemporary,18,10,1998,26,26,20 to 50 Years,2008,1,In,73
tracy reese,Contemporary,18,10,1998,26,26,20 to 50 Years,2009,1,In,86
tracy reese,Contemporary,18,10,1998,26,26,20 to 50 Years,2010,0,Exit,10
tracy reese,Contemporary,18,10,1998,26,26,20 to 50 Years,2011,1,New,45
tracy reese,Contemporary,18,10,1998,26,26,20 to 50 Years,2012,1,In,134
tracy reese,Contemporary,18,10,1998,26,26,20 to 50 Years,2013,1,In,137
tracy reese,Contemporary,18,10,1998,26,26,20 to 50 Years,2014,1,In,150
tracy reese,Contemporary,18,10,1998,26,26,20 to 50 Years,2015,1,In,158
tracy reese,Contemporary,18,10,1998,26,26,20 to 50 Years,2016,0,Exit,26
tse cashmere,Contemporary,19,5,1989,35,35,20 to 50 Years,2004,1,In,50
tse cashmere,Contemporary,19,5,1989,35,35,20 to 50 Years,2005,1,In,47
tse cashmere,Contemporary,19,5,1989,35,35,20 to 50 Years,2006,1,In,68
tse cashmere,Contemporary,19,5,1989,35,35,20 to 50 Years,2007,0,Exit,25
tse cashmere,Contemporary,19,5,1989,35,35,20 to 50 Years,2011,1,New,46
tse cashmere,Contemporary,19,5,1989,35,35,20 to 50 Years,2012,0,Exit,9
tse cashmere,Contemporary,19,5,1989,35,35,20 to 50 Years,2022,1,New,50
tularosa,Contemporary,5,1,2014,10,10,5 to 10 Years,2018,1,New,31
tularosa,Contemporary,5,1,2014,10,10,5 to 10 Years,2019,0,Exit,20
ugg,Contemporary,7,7,1978,46,46,20 to 50 Years,2016,1,New,39
ugg,Contemporary,7,7,1978,46,46,20 to 50 Years,2017,1,In,172
ugg,Contemporary,7,7,1978,46,46,20 to 50 Years,2018,1,In,180
ugg,Contemporary,7,7,1978,46,46,20 to 50 Years,2019,1,In,189
ugg,Contemporary,7,7,1978,46,46,20 to 50 Years,2020,1,In,199
ugg,Contemporary,7,7,1978,46,46,20 to 50 Years,2021,1,In,179
ugg,Contemporary,7,7,1978,46,46,20 to 50 Years,2022,1,In,187
ulla johnson,Contemporary,2,2,2000,24,24,20 to 50 Years,2021,1,New,26
ulla johnson,Contemporary,2,2,2000,24,24,20 to 50 Years,2022,1,In,188
under armour,Contemporary,6,4,1996,28,28,20 to 50 Years,2017,1,New,42
under armour,Contemporary,6,4,1996,28,28,20 to 50 Years,2018,1,In,181
under armour,Contemporary,6,4,1996,28,28,20 to 50 Years,2019,1,In,190
under armour,Contemporary,6,4,1996,28,28,20 to 50 Years,2020,1,In,200
under armour,Contemporary,6,4,1996,28,28,20 to 50 Years,2021,0,Exit,48
valentino red,Contemporary,17,3,2003,21,21,20 to 50 Years,2006,1,New,27
valentino red,Contemporary,17,3,2003,21,21,20 to 50 Years,2007,1,In,71
valentino red,Contemporary,17,3,2003,21,21,20 to 50 Years,2008,1,In,75
valentino red,Contemporary,17,3,2003,21,21,20 to 50 Years,2009,0,Exit,9
veja,Contemporary,3,3,2004,20,20,10 to 20 Years,2020,1,New,28
veja,Contemporary,3,3,2004,20,20,10 to 20 Years,2021,1,In,182
veja,Contemporary,3,3,2004,20,20,10 to 20 Years,2022,1,In,191
vera wang,Contemporary,18,9,1990,34,34,20 to 50 Years,2005,1,New,26
vera wang,Contemporary,18,9,1990,34,34,20 to 50 Years,2006,1,In,71
vera wang,Contemporary,18,9,1990,34,34,20 to 50 Years,2007,1,In,73
vera wang,Contemporary,18,9,1990,34,34,20 to 50 Years,2008,1,In,77
vera wang,Contemporary,18,9,1990,34,34,20 to 50 Years,2009,1,In,88
vera wang,Contemporary,18,9,1990,34,34,20 to 50 Years,2010,1,In,88
vera wang,Contemporary,18,9,1990,34,34,20 to 50 Years,2011,1,In,99
vera wang,Contemporary,18,9,1990,34,34,20 to 50 Years,2012,1,In,136
vera wang,Contemporary,18,9,1990,34,34,20 to 50 Years,2013,1,In,139
vera wang,Contemporary,18,9,1990,34,34,20 to 50 Years,2014,0,Exit,9
veronica beard,Contemporary,9,9,2010,14,14,10 to 20 Years,2014,1,New,28
veronica beard,Contemporary,9,9,2010,14,14,10 to 20 Years,2015,1,In,160
veronica beard,Contemporary,9,9,2010,14,14,10 to 20 Years,2016,1,In,163
veronica beard,Contemporary,9,9,2010,14,14,10 to 20 Years,2017,1,In,174
veronica beard,Contemporary,9,9,2010,14,14,10 to 20 Years,2018,1,In,184
veronica beard,Contemporary,9,9,2010,14,14,10 to 20 Years,2019,1,In,193
veronica beard,Contemporary,9,9,2010,14,14,10 to 20 Years,2020,1,In,204
veronica beard,Contemporary,9,9,2010,14,14,10 to 20 Years,2021,1,In,183
veronica beard,Contemporary,9,9,2010,14,14,10 to 20 Years,2022,1,In,192
versace collection,Contemporary,10,3,1989,35,35,20 to 50 Years,2013,1,New,22
versace collection,Contemporary,10,3,1989,35,35,20 to 50 Years,2014,1,In,153
versace collection,Contemporary,10,3,1989,35,35,20 to 50 Years,2015,1,In,162
versace collection,Contemporary,10,3,1989,35,35,20 to 50 Years,2016,0,Exit,27
versace jeans couture,Contemporary,2,2,1994,30,30,20 to 50 Years,2021,1,New,27
versace jeans couture,Contemporary,2,2,1994,30,30,20 to 50 Years,2022,1,In,194
victoria victoria beckham,Contemporary,6,5,2008,16,16,10 to 20 Years,2017,1,In,177
victoria victoria beckham,Contemporary,6,5,2008,16,16,10 to 20 Years,2018,1,New,32
victoria victoria beckham,Contemporary,6,5,2008,16,16,10 to 20 Years,2019,1,New,39
victoria victoria beckham,Contemporary,6,5,2008,16,16,10 to 20 Years,2020,1,New,29
victoria victoria beckham,Contemporary,6,5,2008,16,16,10 to 20 Years,2021,1,New,28
victoria victoria beckham,Contemporary,6,5,2008,16,16,10 to 20 Years,2022,0,Exit,18
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2004,1,In,53
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2005,1,In,50
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2006,1,In,72
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2007,1,In,75
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2008,1,In,79
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2009,1,In,90
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2010,1,In,90
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2011,1,In,101
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2012,1,In,138
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2013,1,In,141
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2014,1,In,154
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2015,1,In,163
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2016,1,In,166
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2017,1,In,178
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2018,1,In,187
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2019,1,In,196
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2020,1,In,207
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2021,1,In,186
vince,Contemporary,19,19,2002,22,22,20 to 50 Years,2022,1,In,196
vita kin,Contemporary,5,2,2008,16,16,10 to 20 Years,2018,1,New,33
vita kin,Contemporary,5,2,2008,16,16,10 to 20 Years,2019,1,In,197
vita kin,Contemporary,5,2,2008,16,16,10 to 20 Years,2020,0,Exit,27
vivienne tam,Contemporary,16,1,1994,30,30,20 to 50 Years,2007,1,New,15
vivienne tam,Contemporary,16,1,1994,30,30,20 to 50 Years,2008,0,Exit,11
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2005,1,New,27
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2006,0,Exit,5
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2008,1,New,22
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2009,1,In,91
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2010,1,In,91
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2011,0,Exit,16
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2012,1,New,22
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2013,1,In,142
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2014,1,In,155
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2015,1,In,164
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2016,1,In,167
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2017,1,In,179
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2018,1,In,188
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2019,1,In,198
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2020,1,In,208
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2021,0,Exit,50
vix,Contemporary,18,14,1998,26,26,20 to 50 Years,2022,1,New,52
wandler,Contemporary,3,3,2017,7,7,5 to 10 Years,2020,1,New,30
wandler,Contemporary,3,3,2017,7,7,5 to 10 Years,2021,1,In,187
wandler,Contemporary,3,3,2017,7,7,5 to 10 Years,2022,1,In,197
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2004,1,In,54
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2005,1,In,51
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2006,1,In,73
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2007,1,In,76
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2008,1,In,80
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2009,1,In,92
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2010,1,In,92
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2011,1,In,103
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2012,1,In,140
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2013,1,In,143
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2014,1,In,156
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2015,1,In,165
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2016,1,In,168
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2017,1,In,180
wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,2018,1,In,189
